Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
908 Jefferson St,Medic Response,2025-12-31 11:34:00,47.604879,-122.324007,POINT (-122.324007 47.604879),F250179705
107 Pine St,Rubbish Fire,2025-12-31 11:26:00,47.609848,-122.340842,POINT (-122.340842 47.609848),F250179702
2829 W Elmore St,Aid Response,2025-12-31 11:25:00,47.657698,-122.393438,POINT (-122.393438 47.657698),F250179701
3779 S Perry St,Aid Response,2025-12-31 11:17:00,47.514893,-122.284783,POINT (-122.284783 47.514893),F250179700
1421 Minor Ave,Aid Response,2025-12-31 11:14:00,47.613146,-122.327096,POINT (-122.327096 47.613146),F250179699
1200 12th Ave S,Aid Response,2025-12-31 11:12:00,47.592108,-122.317281,POINT (-122.317281 47.592108),F250179698
119 S Main St,Aid Response,2025-12-31 11:10:00,47.600044,-122.333464,POINT (-122.333464 47.600044),F250179696
230 8TH AVE N,Aid Response,2025-12-31 11:08:00,47.620061,-122.341084,POINT (-122.341084 47.620061),F250179695
2119 3rd Ave,Aid Response,2025-12-31 11:00:00,47.613308,-122.342432,POINT (-122.342432 47.613308),F250179694
Summit Ave E / E Harrison St,Investigate Out Of Service,2025-12-31 10:46:00,47.621986,-122.325306,POINT (-122.325306 47.621986),F250179693
550 17th Ave,Aid Response,2025-12-31 10:26:00,47.606283,-122.310248,POINT (-122.310248 47.606283),F250179690
501 11th Ave E,Activated CO Detector,2025-12-31 10:22:00,47.623118,-122.317805,POINT (-122.317805 47.623118),F250179689
4th Ave S / S Jackson St,Aid Response,2025-12-31 10:21:00,47.599197,-122.328968,POINT (-122.328968 47.599197),F250179688
2820 Ne 127th St,Aid Response,2025-12-31 10:19:00,47.721101,-122.297581,POINT (-122.297581 47.721101),F250179687
601 Union St,Medic Response,2025-12-31 10:12:00,47.610155,-122.333545,POINT (-122.333545 47.610155),F250179685
851 12th Ave,Auto Fire Alarm,2025-12-31 10:09:00,47.609823,-122.316779,POINT (-122.316779 47.609823),F250179683
621 S Jackson St,Auto Fire Alarm,2025-12-31 10:01:00,47.599192,-122.32579,POINT (-122.32579 47.599192),F250179681
10409 AURORA AVE N,Medic Response- Overdose,2025-12-31 09:59:00,47.704386,-122.344687,POINT (-122.344687 47.704386),F250179677
8644 32nd Ave Sw,Aid Response,2025-12-31 09:57:00,47.526069,-122.373943,POINT (-122.373943 47.526069),F250179675
10253 31st Ave Sw,Aid Response,2025-12-31 09:54:00,47.511054,-122.371657,POINT (-122.371657 47.511054),F250179676
3465 39th Ave Sw,Automatic Medical Alarm,2025-12-31 09:48:00,47.572727,-122.381397,POINT (-122.381397 47.572727),F250179672
400 Spring St,Aid Response,2025-12-31 09:44:00,47.606801,-122.333562,POINT (-122.333562 47.606801),F250179671
421 Belmont Ave E,Auto Fire Alarm,2025-12-31 09:43:00,47.622225,-122.324025,POINT (-122.324025 47.622225),F250179670
2415 2nd Ave,Aid Response Yellow,2025-12-31 09:42:00,47.614888,-122.347087,POINT (-122.347087 47.614888),F250179669
1333 N 125th St,Aid Response Yellow,2025-12-31 09:40:00,47.719572,-122.3418,POINT (-122.3418 47.719572),F250179668
4045 32nd Ave Sw,Aid Response,2025-12-31 09:31:00,47.5676,-122.372245,POINT (-122.372245 47.5676),F250179667
2901 Ne Blakeley St,Aid Response,2025-12-31 09:26:00,47.665915,-122.296743,POINT (-122.296743 47.665915),F250179666
3214 57th Ave Sw,Aid Response,2025-12-31 09:25:00,47.575567,-122.405408,POINT (-122.405408 47.575567),F250179664
2727 W Manor Pl,Auto Fire Alarm,2025-12-31 09:25:00,47.652955,-122.391732,POINT (-122.391732 47.652955),F250179665
610 Harvard Ave E,Aid Response Yellow,2025-12-31 09:22:00,47.624349,-122.321989,POINT (-122.321989 47.624349),F250179663
3rd Ave S / S Main St,Aid Response,2025-12-31 09:18:00,47.599991,-122.330342,POINT (-122.330342 47.599991),F250179662
2515 Western Ave,Aid Response,2025-12-31 09:12:00,47.61411,-122.34974,POINT (-122.34974 47.61411),F250179660
908 Jefferson St,Medic Response,2025-12-31 09:12:00,47.604879,-122.324007,POINT (-122.324007 47.604879),F250179661
421 Belmont Ave E,Auto Fire Alarm,2025-12-31 09:05:00,47.622225,-122.324025,POINT (-122.324025 47.622225),F250179658
2201 S Grand St,Aid Response,2025-12-31 09:04:00,47.586924,-122.303848,POINT (-122.303848 47.586924),F250179657
1010 E Republican St,Aid Response,2025-12-31 08:51:00,47.623124,-122.319688,POINT (-122.319688 47.623124),F250179654
450 Ne 100th St,Aid Response,2025-12-31 08:46:00,47.701329,-122.323684,POINT (-122.323684 47.701329),F250179649
2119 3rd Ave,Medic Response,2025-12-31 08:44:00,47.613308,-122.342432,POINT (-122.342432 47.613308),F250179648
1711 23rd Ave S,Aid Response,2025-12-31 08:42:00,47.58821,-122.302596,POINT (-122.302596 47.58821),F250179647
2002 Ne 105th St,Aid Response,2025-12-31 08:39:00,47.704831,-122.306177,POINT (-122.306177 47.704831),F250179646
2002 Ne 105th St,Aid Response,2025-12-31 08:38:00,47.704831,-122.306177,POINT (-122.306177 47.704831),F250179645
8727 Phinney Ave N,Aid Response,2025-12-31 08:33:00,47.692571,-122.353952,POINT (-122.353952 47.692571),F250179644
8323 Rainier Ave S,Aid Response,2025-12-31 08:27:00,47.528857,-122.269987,POINT (-122.269987 47.528857),F250179642
4735 E Marginal Way S,HazMat Reduced,2025-12-31 08:27:00,47.559751,-122.342583,POINT (-122.342583 47.559751),F250179641
5241 20th Ave S,Medic Response,2025-12-31 07:59:00,47.555148,-122.307102,POINT (-122.307102 47.555148),F250179638
6619 Rainier Ave S,Aid Response,2025-12-31 07:41:00,47.543197,-122.27331,POINT (-122.27331 47.543197),F250179636
747 Broadway,Crisis Center,2025-12-31 07:35:00,47.608622,-122.320756,POINT (-122.320756 47.608622),F250179634
136 22nd Ave E,Auto Fire Alarm,2025-12-31 07:25:00,47.618773,-122.303644,POINT (-122.303644 47.618773),F250179632
8346 Renton Ave S,Aid Response,2025-12-31 07:19:00,47.5284,-122.277875,POINT (-122.277875 47.5284),F250179630
2010 22ND AVE S,Rubbish Fire,2025-12-31 07:09:00,47.585398,-122.304238,POINT (-122.304238 47.585398),F250179626
157 12th Ave,Aid Response,2025-12-31 06:59:00,47.60279,-122.316782,POINT (-122.316782 47.60279),F250179624
809 Olive Way,Aid Response,2025-12-31 06:51:00,47.6141,-122.333959,POINT (-122.333959 47.6141),F250179621
Boren Ave / Madison St,Aid Response,2025-12-31 06:32:00,47.609338,-122.325139,POINT (-122.325139 47.609338),F250179616
3300 W Mcgraw St,Investigate Out Of Service,2025-12-31 06:29:00,47.639557,-122.399631,POINT (-122.399631 47.639557),F250179615
900 University St,Aid Response,2025-12-31 06:28:00,47.61055,-122.329318,POINT (-122.329318 47.61055),F250179614
1421 Minor Ave,Aid Response,2025-12-31 05:55:00,47.613146,-122.327096,POINT (-122.327096 47.613146),F250179610
1418 3rd Ave,Aid Response,2025-12-31 05:13:00,47.608928,-122.337043,POINT (-122.337043 47.608928),F250179605
201 Yesler Way,Illegal Burn,2025-12-31 05:10:00,47.601719,-122.331966,POINT (-122.331966 47.601719),F250179603
6115 Beacon Ave S,Medic Response,2025-12-31 05:09:00,47.547304,-122.300902,POINT (-122.300902 47.547304),F250179601
223 YESLER WAY,Aid Response,2025-12-31 04:36:00,47.601718,-122.331581,POINT (-122.331581 47.601718),F250179594
136 22nd Ave E,Auto Fire Alarm,2025-12-31 04:34:00,47.618773,-122.303644,POINT (-122.303644 47.618773),F250179593
914 James St,Aid Response,2025-12-31 04:28:00,47.605621,-122.324591,POINT (-122.324591 47.605621),F250179591
2024 3rd Ave,Medic Response,2025-12-31 04:17:00,47.612578,-122.341197,POINT (-122.341197 47.612578),F250179590
10811 55th Ave S,Aid Response,2025-12-31 04:13:00,47.503598,-122.264837,POINT (-122.264837 47.503598),F250179589
1100 5th Ave,Rescue Elevator,2025-12-31 03:53:00,47.607266,-122.332451,POINT (-122.332451 47.607266),F250179587
756 John St,Aid Response,2025-12-31 03:46:00,47.619719,-122.342229,POINT (-122.342229 47.619719),F250179586
2863 Thorndyke Ave W,Investigate Out Of Service,2025-12-31 03:43:00,47.645315,-122.382811,POINT (-122.382811 47.645315),F250179584
140 23rd Ave S,Low Acuity Referral,2025-12-31 03:29:00,47.601407,-122.302235,POINT (-122.302235 47.601407),F250179582
140 23rd Ave S,Aid Response Yellow,2025-12-31 03:16:00,47.601407,-122.302235,POINT (-122.302235 47.601407),F250179580
Sw Alaska St / California Ave Sw,Aid Response,2025-12-31 03:14:00,47.561106,-122.386778,POINT (-122.386778 47.561106),F250179579
4803 S Henderson St,Medic Response,2025-12-31 03:10:00,47.52331,-122.272812,POINT (-122.272812 47.52331),F250179578
4426 S Warsaw St,Aid Response,2025-12-31 02:59:00,47.543344,-122.277393,POINT (-122.277393 47.543344),F250179576
7500 Seward Park Ave S,Aid Response,2025-12-31 02:52:00,47.535475,-122.267287,POINT (-122.267287 47.535475),F250179575
12333 33rd Ave Ne,Scenes Of Violence Aid,2025-12-31 02:36:00,47.717654,-122.292772,POINT (-122.292772 47.717654),F250179574
Belmont Ave E / E Roy St,Aid Response,2025-12-31 02:13:00,47.625118,-122.324041,POINT (-122.324041 47.625118),F250179573
4040 26th Ave Sw,Rescue Elevator,2025-12-31 02:12:00,47.567175,-122.365445,POINT (-122.365445 47.567175),F250179572
1921 Ne 145th St,Aid Response Yellow,2025-12-31 02:11:00,47.733903,-122.308405,POINT (-122.308405 47.733903),F250179571
6th Ave S / S Forest St,1RED 1 Unit,2025-12-31 02:08:00,47.577725,-122.325978,POINT (-122.325978 47.577725),F250179570
1310 N Lucas Pl,Auto Alarm 1 + 1 + 1,2025-12-31 02:04:00,47.655944,-122.342254,POINT (-122.342254 47.655944),F250179569
503 E Thomas St,2RED - 1 + 1,2025-12-31 01:50:00,47.620834,-122.325261,POINT (-122.325261 47.620834),F250179568
1127 16th Ave E,Automatic Fire Alarm Resd,2025-12-31 01:39:00,47.629243,-122.311259,POINT (-122.311259 47.629243),F250179566
1621 E Spring St,Medic Response,2025-12-31 01:28:00,47.611543,-122.311199,POINT (-122.311199 47.611543),F250179565
3419 Sw Morgan St,Aid Response,2025-12-31 01:26:00,47.544676,-122.37534,POINT (-122.37534 47.544676),F250179564
12th Ave S / S Jackson St,Aid Response,2025-12-31 01:05:00,47.599187,-122.317225,POINT (-122.317225 47.599187),F250179561
937 N 96th St,Auto Fire Alarm,2025-12-31 01:00:00,47.698721,-122.34681,POINT (-122.34681 47.698721),F250179559
2209 1st Ave,Aid Response,2025-12-31 00:58:00,47.612669,-122.345319,POINT (-122.345319 47.612669),F250179558
9061 SEWARD PARK AVE S,Aid Response,2025-12-31 00:56:00,47.521679,-122.264284,POINT (-122.264284 47.521679),F250179557
1601 S Lane St,Aid Response,2025-12-31 00:53:00,47.59665,-122.311573,POINT (-122.311573 47.59665),F250179556
2336 25th Ave S,Illegal Burn,2025-12-31 00:52:00,47.582626,-122.300345,POINT (-122.300345 47.582626),F250179554
707 Terry Ave,Rescue Elevator,2025-12-31 00:44:00,47.606777,-122.324334,POINT (-122.324334 47.606777),F250179553
16TH AVE SW / SW DAWSON ST,MVI - Motor Vehicle Incident,2025-12-31 00:36:00,47.556254,-122.35479,POINT (-122.35479 47.556254),F250179552
1703 California Ave Sw,Medic Response- 7 per Rule,2025-12-31 00:27:00,47.588027,-122.386277,POINT (-122.386277 47.588027),F250179549
E Olive Way / E Denny Way,Rubbish Fire,2025-12-31 00:23:00,47.618489,-122.325633,POINT (-122.325633 47.618489),F250179547
2200 E Madison St,Aid Response,2025-12-31 00:22:00,47.61842,-122.30365,POINT (-122.30365 47.61842),F250179546
2nd Ave / Stewart St,Medic Response- Overdose,2025-12-31 00:13:00,47.610964,-122.340452,POINT (-122.340452 47.610964),F250179545
419 Cedar St,Aid Response,2025-12-31 00:02:00,47.618138,-122.347596,POINT (-122.347596 47.618138),F250179542
4401 S Trenton St,Aid Response,2025-12-30 23:58:00,47.524258,-122.278029,POINT (-122.278029 47.524258),F250179541
6321 Wilson Ave S,Aid Response,2025-12-30 23:52:00,47.545419,-122.263876,POINT (-122.263876 47.545419),F250179537
1630 43rd Ave E,Aid Response,2025-12-30 23:51:00,47.633523,-122.277157,POINT (-122.277157 47.633523),F250179538
500 5th Ave,Medic Response,2025-12-30 23:45:00,47.602985,-122.328535,POINT (-122.328535 47.602985),F250179536
23rd Ave Nw / Nw 80th St,MVI Medic,2025-12-30 23:43:00,47.686819,-122.3854,POINT (-122.3854 47.686819),F250179535
Broadway E / E John St,Aid Response,2025-12-30 23:43:00,47.619908,-122.320873,POINT (-122.320873 47.619908),F250179534
3621 33rd Ave S,Auto Fire Alarm,2025-12-30 23:41:00,47.571408,-122.291001,POINT (-122.291001 47.571408),F250179533
1st Ave / Blanchard St,Aid Response,2025-12-30 23:38:00,47.612606,-122.345213,POINT (-122.345213 47.612606),F250179531
4201 Sw Morgan St,Aid Response,2025-12-30 23:37:00,47.544854,-122.385752,POINT (-122.385752 47.544854),F250179530
4026 Ashworth Ave N,Medic Response- 7 per Rule,2025-12-30 23:36:00,47.655963,-122.339821,POINT (-122.339821 47.655963),F250179529
1821 Boren Ave,Auto Fire Alarm,2025-12-30 23:29:00,47.616329,-122.331683,POINT (-122.331683 47.616329),F250179526
722 Martin Luther King Jr Way S,Aid Response,2025-12-30 23:29:00,47.59645,-122.297497,POINT (-122.297497 47.59645),F250179527
1501 Pike Pl,Rescue Elevator,2025-12-30 23:25:00,47.608629,-122.340472,POINT (-122.340472 47.608629),F250179525
730 Harvard Ave E,Alarm Bell,2025-12-30 23:12:00,47.625371,-122.32238,POINT (-122.32238 47.625371),F250179520
2401 S Jackson St,Aid Response,2025-12-30 23:08:00,47.599288,-122.301125,POINT (-122.301125 47.599288),F250179519
600 N 130th St,Auto Fire Alarm,2025-12-30 23:06:00,47.723223,-122.351624,POINT (-122.351624 47.723223),F250179518
6010 36th Ave Sw,Aid Response,2025-12-30 23:05:00,47.548285,-122.377717,POINT (-122.377717 47.548285),F250179517
1001 E James Way,Alarm Bell,2025-12-30 23:04:00,47.607834,-122.319302,POINT (-122.319302 47.607834),F250179516
3101 Western Ave,1RED 1 Unit,2025-12-30 22:52:00,47.617802,-122.355992,POINT (-122.355992 47.617802),F250179513
3501 Rainier Ave S,Aid Response,2025-12-30 22:50:00,47.571853,-122.293193,POINT (-122.293193 47.571853),F250179512
3rd Ave / Columbia St,Aid Response,2025-12-30 22:41:00,47.604197,-122.332714,POINT (-122.332714 47.604197),F250179509
100 Melrose Ave E,Aid Response Yellow,2025-12-30 22:35:00,47.618497,-122.327854,POINT (-122.327854 47.618497),F250179508
2318 N 122nd St,Medic Response,2025-12-30 22:21:00,47.717099,-122.330572,POINT (-122.330572 47.717099),F250179506
14315 Lake City Way Ne,Medic Response,2025-12-30 22:15:00,47.732071,-122.292377,POINT (-122.292377 47.732071),F250179504
1000 8th Ave,Auto Fire Alarm,2025-12-30 22:08:00,47.607945,-122.328471,POINT (-122.328471 47.607945),F250179502
5269 16th Ave Ne,Automatic Fire Alarm Resd,2025-12-30 21:48:00,47.666907,-122.310771,POINT (-122.310771 47.666907),F250179500
535 16TH AVE,Rescue Elevator,2025-12-30 21:40:00,47.6065,-122.311552,POINT (-122.311552 47.6065),F250179497
515 Minor Ave,Rescue Elevator,2025-12-30 21:33:00,47.606467,-122.32091,POINT (-122.32091 47.606467),F250179494
2nd Ave / Yesler Way,Rescue Extrication,2025-12-30 21:30:00,47.601719,-122.331984,POINT (-122.331984 47.601719),F250179490
2nd Ave / Yesler Way,Rescue Extrication,2025-12-30 21:30:00,47.601719,-122.331984,POINT (-122.331984 47.601719),F250179488
600 5th Ave W,Medic Response- 6 per Rule,2025-12-30 21:22:00,47.624607,-122.36324,POINT (-122.36324 47.624607),F250179485
6265 Vassar Ave Ne,Aid Response,2025-12-30 21:12:00,47.673763,-122.278045,POINT (-122.278045 47.673763),F250179482
2701 W Manor Pl,Rescue Elevator,2025-12-30 21:12:00,47.653092,-122.391187,POINT (-122.391187 47.653092),F250179483
1610 N 41st St,Investigate Out Of Service,2025-12-30 21:11:00,47.656828,-122.338506,POINT (-122.338506 47.656828),F250179481
1000 8th Ave,Aid Response,2025-12-30 21:09:00,47.607945,-122.328471,POINT (-122.328471 47.607945),F250179480
14115 Aurora Ave N,Aid Response,2025-12-30 21:09:00,47.731129,-122.345064,POINT (-122.345064 47.731129),F250179479
1717 12th Ave,Activated CO Detector,2025-12-30 21:09:00,47.616623,-122.316876,POINT (-122.316876 47.616623),F250179477
4540 8th Ave Ne,Auto Fire Alarm,2025-12-30 21:09:00,47.66167,-122.319564,POINT (-122.319564 47.66167),F250179478
1300 3rd Ave,Medic Response,2025-12-30 21:00:00,47.607763,-122.335976,POINT (-122.335976 47.607763),F250179475
1815 12th Ave,Auto Fire Alarm,2025-12-30 20:59:00,47.617768,-122.316894,POINT (-122.316894 47.617768),F250179476
3425 25th Ave W,Aid Response,2025-12-30 20:55:00,47.650619,-122.388541,POINT (-122.388541 47.650619),F250179474
1301 6th Ave,Auto Fire Alarm,2025-12-30 20:44:00,47.60916,-122.33264,POINT (-122.33264 47.60916),F250179472
123 18th Ave E,Medic Response,2025-12-30 20:43:00,47.619051,-122.308794,POINT (-122.308794 47.619051),F250179471
4548 20th Ave Ne,Auto Fire Alarm,2025-12-30 20:42:00,47.661689,-122.306525,POINT (-122.306525 47.661689),F250179470
1815 12th Ave,Auto Fire Alarm,2025-12-30 20:42:00,47.617768,-122.316894,POINT (-122.316894 47.617768),F250179469
1815 Terry Ave,Auto Fire Alarm,2025-12-30 20:40:00,47.615602,-122.332488,POINT (-122.332488 47.615602),F250179468
310 15th Ave E,Medic Response,2025-12-30 20:36:00,47.620859,-122.31269,POINT (-122.31269 47.620859),F250179466
223 W Galer St,Aid Response,2025-12-30 20:33:00,47.632321,-122.359809,POINT (-122.359809 47.632321),F250179464
3rd Ave / Pike St,Medic Response,2025-12-30 20:16:00,47.60975,-122.337793,POINT (-122.337793 47.60975),F250179462
5626 42nd Ave Sw,Automatic Fire Alarm Resd,2025-12-30 20:08:00,47.551933,-122.385582,POINT (-122.385582 47.551933),F250179460
5300 TALLMAN AVE NW,Aid Response,2025-12-30 20:00:00,47.667252,-122.380052,POINT (-122.380052 47.667252),F250179458
2604 W Lynn St,Aid Response,2025-12-30 19:57:00,47.639122,-122.390413,POINT (-122.390413 47.639122),F250179455
7116 GREENWOOD AVE N,Medic Response,2025-12-30 19:45:00,47.680378,-122.35531,POINT (-122.35531 47.680378),F250179453
4532 47th Ave Ne,Automatic Fire Alarm Resd,2025-12-30 19:42:00,47.661571,-122.277308,POINT (-122.277308 47.661571),F250179451
7364 East Green Lake Dr N,Aid Response,2025-12-30 19:42:00,47.681281,-122.326897,POINT (-122.326897 47.681281),F250179450
5450 Leary Ave Nw,Dumpster Fire W/Exp.,2025-12-30 19:37:00,47.667841,-122.383506,POINT (-122.383506 47.667841),F250179447
3821 Sw Myrtle St,Aid Response Yellow,2025-12-30 19:35:00,47.539692,-122.380701,POINT (-122.380701 47.539692),F250179446
2901 Western Ave,Aid Response,2025-12-30 19:34:00,47.616253,-122.353366,POINT (-122.353366 47.616253),F250179445
801 Alaskan Way,Aid Response,2025-12-30 19:33:00,47.602422,-122.33696,POINT (-122.33696 47.602422),F250179444
N 143rd St / Greenwood Ave N,Car Fire,2025-12-30 19:29:00,47.732314,-122.355567,POINT (-122.355567 47.732314),F250179442
6216 Lake Shore Dr S,Aid Response Yellow,2025-12-30 19:16:00,47.546974,-122.259137,POINT (-122.259137 47.546974),F250179439
5409 15th Ave Nw,2RED - 1 + 1,2025-12-30 19:16:00,47.667954,-122.376216,POINT (-122.376216 47.667954),F250179440
14315 Lake City Way Ne,Aid Response,2025-12-30 19:13:00,47.732071,-122.292377,POINT (-122.292377 47.732071),F250179438
255 S King St,Auto Fire Alarm,2025-12-30 18:53:00,47.598287,-122.330894,POINT (-122.330894 47.598287),F250179433
1415 22nd Ave,Auto Fire Alarm,2025-12-30 18:51:00,47.613102,-122.303631,POINT (-122.303631 47.613102),F250179432
11020 37th Ave Sw,Medic Response,2025-12-30 18:50:00,47.504548,-122.378905,POINT (-122.378905 47.504548),F250179431
PINE ST / MELROSE AVE,Medic Response,2025-12-30 18:48:00,47.615238,-122.327904,POINT (-122.327904 47.615238),F250179429
Rainier Ave S / S Bayview St,Medic Response- Overdose,2025-12-30 18:33:00,47.580994,-122.300167,POINT (-122.300167 47.580994),F250179423
2500 Lake Park Dr S,Medic Response,2025-12-30 18:31:00,47.580545,-122.288104,POINT (-122.288104 47.580545),F250179421
924 N 143rd St,Medic Response- Overdose,2025-12-30 18:29:00,47.732314,-122.346635,POINT (-122.346635 47.732314),F250179420
9722 8th Ave Nw,Aid Response,2025-12-30 18:28:00,47.700241,-122.366049,POINT (-122.366049 47.700241),F250179418
